@relation sift

@attribute feat0 numeric
@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute feat21 numeric
@attribute feat22 numeric
@attribute feat23 numeric
@attribute feat24 numeric
@attribute feat25 numeric
@attribute feat26 numeric
@attribute feat27 numeric
@attribute feat28 numeric
@attribute feat29 numeric
@attribute feat30 numeric
@attribute feat31 numeric
@attribute feat32 numeric
@attribute feat33 numeric
@attribute feat34 numeric
@attribute feat35 numeric
@attribute feat36 numeric
@attribute feat37 numeric
@attribute feat38 numeric
@attribute feat39 numeric
@attribute feat40 numeric
@attribute feat41 numeric
@attribute feat42 numeric
@attribute feat43 numeric
@attribute feat44 numeric
@attribute feat45 numeric
@attribute feat46 numeric
@attribute feat47 numeric
@attribute feat48 numeric
@attribute feat49 numeric
@attribute feat50 numeric
@attribute feat51 numeric
@attribute feat52 numeric
@attribute feat53 numeric
@attribute feat54 numeric
@attribute feat55 numeric
@attribute feat56 numeric
@attribute feat57 numeric
@attribute feat58 numeric
@attribute feat59 numeric
@attribute feat60 numeric
@attribute feat61 numeric
@attribute feat62 numeric
@attribute feat63 numeric
@attribute feat64 numeric
@attribute feat65 numeric
@attribute feat66 numeric
@attribute feat67 numeric
@attribute feat68 numeric
@attribute feat69 numeric
@attribute feat70 numeric
@attribute feat71 numeric
@attribute feat72 numeric
@attribute feat73 numeric
@attribute feat74 numeric
@attribute feat75 numeric
@attribute feat76 numeric
@attribute feat77 numeric
@attribute feat78 numeric
@attribute feat79 numeric
@attribute feat80 numeric
@attribute feat81 numeric
@attribute feat82 numeric
@attribute feat83 numeric
@attribute feat84 numeric
@attribute feat85 numeric
@attribute feat86 numeric
@attribute feat87 numeric
@attribute feat88 numeric
@attribute feat89 numeric
@attribute feat90 numeric
@attribute feat91 numeric
@attribute feat92 numeric
@attribute feat93 numeric
@attribute feat94 numeric
@attribute feat95 numeric
@attribute feat96 numeric
@attribute feat97 numeric
@attribute feat98 numeric
@attribute feat99 numeric
@attribute feat100 numeric
@attribute feat101 numeric
@attribute feat102 numeric
@attribute feat103 numeric
@attribute feat104 numeric
@attribute feat105 numeric
@attribute feat106 numeric
@attribute feat107 numeric
@attribute feat108 numeric
@attribute feat109 numeric
@attribute feat110 numeric
@attribute feat111 numeric
@attribute feat112 numeric
@attribute feat113 numeric
@attribute feat114 numeric
@attribute feat115 numeric
@attribute feat116 numeric
@attribute feat117 numeric
@attribute feat118 numeric
@attribute feat119 numeric
@attribute feat120 numeric
@attribute feat121 numeric
@attribute feat122 numeric
@attribute feat123 numeric
@attribute feat124 numeric
@attribute feat125 numeric
@attribute feat126 numeric
@attribute feat127 numeric

@data
0.025913,0.120397,0.020385,0,0,0,0,0,0.001682,0.046859,0.2,0.073432,0,0,0,0,0.009314,0.020118,0.126173,0.066022,0,0,0.000232,0.004098,0.043688,0.042736,0.00178,0,0,0,0,0.000541,0.049103,0.068446,0.007187,0,0,0,0.004117,0.012663,0.005108,0.021816,0.049119,0.180377,0.020021,0.00147,0.010729,0.001027,0.001481,0.009764,0.03747,0.060276,0.027561,0.004565,0,0,0.004712,0.048959,0.070243,0.004427,0,0,0,0,0.01451,0,0,0,0.000236,0.011627,0.024817,0.07014,0.011838,0.00514,0.024089,0.065554,0.064471,0,0.000472,0.012878,0,0,0.092218,0.175135,0.088692,0.014636,0,0,0.018581,0.031012,0.10431,0.04716,0.000618,0.000199,0.002158,0.004422,0.00216,0.002866,0.000187,0.000426,0.008144,0.004215,0.024718,0.004065,0,0.001278,0.083813,0.113393,0.002231,0.00021,0.003163,0.001807,0,0.003413,0.140303,0.098109,0.003747,0,0,0,0,0.003025,0.027699,0.041448,0.013135,0.003207,0.000658,0.000587
0.041759,0.024983,0,0,0,0,0.001056,0.004335,0.047515,0.066681,0.024115,0,0,0,0,0.000686,0,0.029046,0.2,0.005297,0,0,0,0,0.01688,0.057379,0.013569,0,0,0,0.000021,0.006853,0.026976,0.002628,0,0,0,0.005568,0.02103,0.033944,0.005783,0.00476,0.040323,0.063614,0.003171,0.002414,0.009421,0.00179,0,0.005432,0.075254,0.042447,0.000616,0,0,0,0.017467,0.026,0.004285,0,0,0,0.000875,0.003864,0.001617,0,0.000134,0.00038,0.000566,0.009481,0.019965,0.014776,0.00381,0.01259,0.049681,0.046464,0.022105,0,0,0.002057,0,0.001405,0.104067,0.053921,0.037892,0.000685,0,0,0.019175,0.058199,0.032963,0,0,0,0,0.00286,0.002348,0.006421,0.023622,0.009048,0,0,0.001974,0.000457,0,0.026263,0.103464,0.041316,0,0,0,0,0,0.00483,0.097353,0.046714,0.00131,0,0,0,0.013299,0.00503,0.00378,0.000061,0.003158,0.000872,0.001628,0.012494
0.055494,0.031155,0.002528,0,0,0,-0.005828,-0.000174,0.011078,0.013724,0.033577,0.059044,0.00657,0,0,-0.001957,0,0,0.048165,0.165185,0.073137,0.001179,0,0,0,0,0.013815,0.066457,0.049013,0.018018,0.008424,0,0.040106,0.037767,0.015865,0,0,0,-0.015029,0.022656,0.010226,0.011359,0.179952,0.065613,0,0,-0.025033,0.054223,0,0.014281,0.2,0.037332,0,0,0,0,0,0,0.040338,0.069877,0.004959,0.017231,0.002937,0,0.01211,0.014415,0.003763,0,0,0,-0.014472,0.033262,0.008299,0.006933,0.068974,0.170067,0.001278,0,-0.011,0.02984,0,0,0.020317,0.088888,0.011367,0.006508,0,0,0,0,0,0.002897,0.00424,0.064049,0.081446,0,0.002911,0.000768,0,0,0,0,-0.025678,0.063891,0,0,0.01149,0.051879,0.037906,0,0,0,0,0,0,0.002917,0.035139,0.077565,0.024077,0,0,0,0,0,0.007368,0.052582,0.041964,0
0,0.000007,0.026938,0.032423,0.009174,0.000167,0,0,0,0,0.001417,0.087641,0.102365,0.021007,0,0,0,0,0.002253,0.088648,0.051434,0.019596,0,0,0,0,0,0.009387,0.006485,0.006937,0.008269,0,0.03908,0.025772,0.025166,0.000244,0,0,0,-0.017626,0,0.002426,0.037256,0.2,0.002605,0,0,0,0,0,0.026355,0.086291,0.025279,0,0,0,0,0,0,0,0.000168,0.015726,0.055474,0.023327,0.024725,0.01941,0.026803,0.003834,0,0,0,-0.009999,0.049443,0.004885,0.006825,0.072216,0.050202,0,0,-0.013193,0,0,0,0.049649,0.083234,0.008073,0,0,0,0,0,0,0,0.015156,0.061572,0.015108,0.031657,0.01117,0.005448,0,0,0,0,-0.015271,0.030258,0.001819,0.005089,0.010279,0.001122,0,-0.000859,-0.008468,0,0,0,0.014413,0.039967,0.024596,0,0,0,0,0,0,0.000001,0.02667,0.043875,0.012269
0,0,0.012928,0.046037,0.002591,0,0,0,0,0,0.017417,0.08025,0.00254,0,0,0,0,0,0.046761,0.136501,0.000058,0,0,0,0,0,0.027365,0.062137,0,0,0,0,0,0,0.020507,0.04848,0.003093,0,0,0,0,0,0.06219,0.124404,0.000142,0,0,0,0,0,0.074271,0.119034,0.003128,0,0,0,0,0.00007,0.010465,0.039839,0.009607,0.007488,0.00012,0,0,0.000109,0.032087,0.029714,0,0,0,0,0,0,0.03776,0.2,0.00085,0,0,0,0,0,0.018032,0.06501,0.009027,0.005094,0.014669,0.003916,-0.000066,0.001399,0.000252,0.001942,0,0.016254,0.035203,0.006486,0,0.001147,0.023494,0.015165,0.003799,0,0,0,0,0,0.012089,0.081108,0.046153,0.006025,0,0,0,0,0.000021,0.038611,0.042256,0.017664,0.000704,0,0,0.001785,0.004893,0.009494,0.002016,0.001671,0,0
0,0,0,0.009463,0.110003,0.002461,0,0,0,0,0.007502,0.121895,0.131557,0.00054,0,0,-0.004342,0.012864,0.172538,0.097004,0.011229,0,0,0,0,0,0.030207,0.135734,0.05979,0,0,0,0,0,0.008538,0.082455,0.087969,0,0,0,0,0,0.070431,0.170274,0.020349,0,0,0,0,0,0.048834,0.2,0.122459,0,0,0,0,0,0.009718,0.067044,0.154359,0,0,0,0,0,0.008595,0.091758,0.03574,0,0,0,0,0,0.00905,0.126521,0.100118,0.000198,0,0,0,0,0,0.017929,0.172966,0.005035,0,0,0,0,0,0.113935,0.179602,0,0,0,0,0,0.001196,0.029231,0.039557,0.001953,0,0,0,0,0.000085,0.013542,0.126939,0.006331,0,0,0,0,0,0.04614,0.131756,0,0,0,0,0,0,0.127298,0.085042,0,0,0
0,0,0.017422,0.066438,0.007179,0,0,0,0,0.001528,0.06258,0.087101,0.003751,0,0,0,0,0.011269,0.075598,0.114608,0.001938,0,0,0,0,0.029497,0.065234,0.089818,0,0,0,0,0,0.00464,0.07156,0.036231,0,0,0,0,0,0.025374,0.164776,0.025078,0,0,0,0,0,0.046708,0.193691,0.040913,0,0,0,0,0.008151,0.118877,0.115375,0.013729,0,0,0,-0.00387,0,0,0.007459,0.095142,0.01247,0,0,0,0,0,0.019501,0.153914,0.009603,0,0,0,0,0,0.049212,0.2,0.002299,0,0,0,0,0.008338,0.061018,0.129432,0,0,0,0,0,0,0.026593,0.04758,0.000662,0,0,0,0,0,0.034637,0.106182,0.001159,0,0,0,0,0,0.08254,0.169313,0,0,0,0,0,0.000626,0.041071,0.068065,0,0,0,0
0,0,0,0,0.009073,0.059521,0.033448,0,0,0,0,0,0.02949,0.060889,0.01376,0,0.000832,0,0.000148,0.037879,0.056122,0.006509,0.00034,0.000176,0.000368,0,0.000485,0.013102,0.007687,0.002334,0.013933,0.037698,0,0,0,0.018712,0.052682,0.04994,0.008399,0,0,0,0,0,0.012664,0.073089,0.050438,0.002585,0,0,0.003704,0.188994,0.054747,0,0.012405,0.016899,0.000263,0.001446,0.003877,0.010798,0.013709,0.004138,0.013482,0.010435,0.001775,0,0.015314,0.2,0.020033,0.001419,0.00255,0.010334,0.009165,0.126672,0.068609,0.01206,0,0,0.002795,0.006255,0.011111,0.021826,0.102689,0.146177,0,0,0,0.00419,0.062488,0.025508,0,0,0.000973,0.002828,0.000596,0.013753,0.033877,0.04729,0.015201,0.011492,0,0,0,0.000797,0,0.058372,0.125575,0.021363,0,0,0,0,0,0.040394,0.141207,0.019952,0,0,0,0,0.111686,0.021597,0,0,0,0,0.000636,0.066643
0,0,0.02034,0.075344,0.008208,0,0,0,0,0,0.017668,0.044248,0.005234,0,0,0,0,0,0.042704,0.057988,0,0,0,0,0,0,0.04737,0.030135,0.000119,0.000448,0.001807,0,0,0,0.042074,0.066931,0.002454,0.003318,0.019271,0.011691,0,0,0.001764,0.001772,0.07957,0.076524,0.024437,0.000642,0,0,0.015329,0.189697,0.090035,0.004691,0,0,0.001626,0,0.005003,0.011479,0.003693,0.003893,0.015795,0.003616,0.029112,0.005748,0.028584,0.03318,0,0,0,0.028767,0.014516,0.008817,0.032883,0.037506,0.004235,0.000455,0.021306,0.035751,0,0,0.072256,0.2,0.031342,0.00508,0,0,0,0,0,0,0.0012,0.060286,0.061286,0,0,0.001525,0.013008,0.009675,0,0.007322,0.058251,0.0288,0.000647,0.002432,0.114372,0.075398,0.002709,0,0.005392,0.031359,0.014056,0.006929,0.014674,0.007151,0.021531,0.020897,0.005431,0.014368,0,0,0,0,0,0.026128,0.060126,0.016169
0.007993,0,0.005829,0.020299,0.002446,0.000049,0.00015,0.008321,0,0,0.00497,0.066206,0.056312,0.003022,0,0,0,0,0.000273,0.026251,0.054479,0.005381,-0.001691,0.010453,0,0,0,0.00124,0.004976,0.008184,0.006626,0.02146,0.020189,0.013829,0.000971,0.002188,0.001342,0.006572,-0.003056,0.022793,-0.001023,0.003882,0,0.001479,0.022572,0.039318,0.072839,0.002899,0.005294,0,0.003312,0.012397,0.080824,0.171267,0.001055,0.005981,0.020087,0.011873,0.004572,0.004571,0.009352,0.150666,0.009994,-0.011503,0.00334,0,0,0.005786,0.023898,0.010773,0.011076,0.005319,0,0,0,0,0.004113,0.005704,0.032957,0.091591,0.002913,0,0.007933,0.077405,0.032088,0.004726,0.019769,0.01399,0.018306,0.01992,0.003544,0.023075,0.034427,0.069392,0.014963,-0.013528,0,0,0.002671,0.030282,0.046718,0,0,0,0.00666,0,0,0,0.002671,0.000989,-0.077642,0.2,0.032714,0.05299,0.000428,0.012815,0.021187,0.007653,0.007973,-0.019925,-0.004253,0.048173,0.008659,0.003347,0.001073,0.002227,0.003948,0.006534
0.045835,0,0,0.00959,0.054513,0.011384,0.032503,0.133754,0.039234,0.04023,0,0,0.034303,0.13907,0.038575,0.022076,0,0,0,0.014692,0.2,0.025974,0,0,0.006313,0,0,0.005581,0.010741,0.046824,0.0344,0.031001,0.015081,0,0,0,0.035855,0.158179,0.072637,0.044332,0.009132,0,0,0,0,0.121321,0.174167,0.090695,0,0,0.005125,0.149404,0.116669,0.016983,0.012168,0.008434,0,0,0,0.008095,0.02858,0.073366,0.029965,0,0.098318,0,0,0,0,0.003807,0.046995,0.137632,0.130667,0.033462,0,0.001172,0.002105,0.035783,0.014224,0.020276,0,0,0.013819,0.130857,0.04765,0.071808,0.002306,0,0,0,0,0,0,0.102832,0.078661,0,0,0,0,0,0.0083,0.12235,0.053108,0,0.013568,0,0,0,0.010284,0.061866,0.050063,0.028376,0,0,0,0,0,0.059056,0.081237,0.024503,0,0,0,0,0.001969,0.102006,0.045274,0
-0.025488,0.053085,0.046591,0.073039,0,0,0,0,-0.016603,0.020515,0.062482,0.031851,0.010889,0.034743,0.01172,0,0,0,0,0.023237,0.097327,0.135731,0.011252,0,-0.00922,0.024861,0.034419,0.012319,0.127095,0.059584,0,0,0,-0.005671,0.035667,0.071227,0.040191,0.002861,0,0,0.039573,0.018278,0,0,0.013329,0.058206,0.044834,-0.003339,-0.02322,0.048359,0.075733,0.178275,0.024403,0.010375,0.001981,0,0.018738,0.016205,0.079479,0.05875,0.067701,0.084448,0.028552,-0.012505,0,-0.025576,0.133707,0.060039,0.000375,0,0,0,0.2,0.047281,0.033417,0.012761,0,0,0,-0.056085,0.096587,0.144278,0,0.048592,0.037095,0.03184,0,-0.056053,-0.035623,0.074745,0.126457,0.037039,0.000977,0.037357,0.027279,0.005853,0,-0.002536,0.022209,0.087559,0.038334,0,0,0,0.002199,0.025406,0.058135,0.053412,0,0,0,-0.00357,0.009938,0.093834,0.035998,0.033408,0.001854,0,0,-0.01592,0.030041,0.04955,0.016481,0.012399,0,0,-0.002571,-0.003213
0,-0.013787,0.042313,0.106862,0.00306,0,0,0,0,-0.058563,0.175068,0.072367,0.028154,0,0,0,0,-0.025384,0.073708,0.025167,0.050996,0.077548,0,0,0,-0.006566,0.02467,0.008094,0.062536,0.092277,0,0,0,-0.049254,0.172073,0.030249,0.001361,0,0,0,0,-0.012011,0.027975,0.016587,0.03966,0.094464,0.074912,0,0,-0.054488,0.155748,0.037538,0.02821,0.170827,0.008144,0,-0.05144,0.102468,0.079543,0.031007,0.057206,0.027881,0,0,0,-0.002215,0.005114,0.027331,0.063303,0.024526,0.003957,0,0.008852,0.012674,0.002087,0.002927,0.006623,0.023542,0.068206,0.021232,0,-0.009222,0.032721,0.2,0.063994,0.021139,0,0,0,-0.02014,0.054907,0.035082,0.046836,0.118234,0.055466,0.019415,0,-0.044758,0.121791,0.032514,0.006169,0,0,0,0.156561,0.063359,0.017205,0.008169,0.000878,0,0,-0.065601,0.05323,0.099647,0.040624,0.007206,0.018898,0.023617,0,-0.034452,-0.056999,0.136404,0.055263,0.014939,0.004606,0.013088,0,0
0.046266,0.024314,0,0,0,0,-0.01018,0.035063,0.036316,0.012458,0.0071,0.00846,0.002048,0.002728,0.004884,0.051575,0.027913,0.057419,0.032458,0.007631,0,0,-0.008916,0.017199,0.044379,0.009452,0,0,0,0,-0.056688,0.140988,0,0.030801,0.005864,0,0,0.002577,0.108061,0.069397,0.047779,0.056451,0.018527,0.012751,0.011063,0.006799,0.038453,0.001418,0.011383,0.018151,0.012148,0.13306,0.024408,0,-0.017313,0.035595,0.110757,0.066365,0.000723,0,0,0,-0.0215,0.038994,0.002146,0.001851,0.067344,0.03465,0.035787,0,-0.029369,0.111389,0.160488,0.105291,0.007343,0.000444,0,0,-0.017063,0.037537,0.021794,0.023474,0.166868,0.106013,0,0,0,-0.0023,0.073088,0.054528,0.010584,0,0,0,-0.055922,0.117975,0.092564,0.05185,0.038649,0.006302,0.010651,0,-0.011102,0.022216,0.049975,0.020247,0.09182,0.043071,0.00668,0,-0.006854,0.080554,0.018451,0.037662,0.2,0.027589,0,0,0,0,0.021918,0.01535,0.00233,0,0,0,-0.060275,0.140595
0.006547,0.000352,0.013682,0.007416,0.002757,0.002143,0.012589,0.090017,0.005392,0.052255,0.020863,0.019909,0.067114,0.005814,0,-0.000488,0,0.013169,0.04632,0.120974,0.037858,0,0,0,0.195458,0.017856,0.007968,0,0,0,0,-0.080067,0.017898,0.022266,0.048492,0.045063,0.005878,0,-0.035948,0.107968,0.069148,0.115875,0.074532,0.035318,0.000294,0,0,-0.027374,0.2,0.00749,0.047816,0.166313,0.014893,0,0,-0.077774,0.087436,0.016878,0.039102,0.039186,0,0,0,-0.02403,0.10006,0.031146,0.01507,0.002998,0.00647,0,-0.054617,0.090518,0.187278,0.010106,0.045515,0.169144,0.051909,0.029666,0,-0.084468,0.049158,0.002057,0.026038,0.09479,0,0,-0.066791,0.147648,0.006071,0.003269,0.011906,0.106687,0.00258,0,0,-0.000278,0.00162,0.020939,0.012924,0.002315,0.015519,0.046579,0.001624,-0.000725,0.0045,0.007023,0.029856,0.050733,0.031861,0.006625,-0.008285,0.015672,0,0.001275,0.017063,0.031693,0.001174,0,-0.026394,0.082698,0,0,0.002157,0.061679,0.029381,0,0,0
0,0,0.038283,0.114472,0.011281,0,0,0,0,0,0.044365,0.048157,0.045442,0.05087,0,0,0,0,0.004255,0.003277,0.008085,0.129517,0.006315,0,0,0,0,0,0.001723,0.064196,0.039602,0,0,0,0,0.019985,0.055472,0.137417,0.045401,0,0,0,0.05624,0.099034,0.059557,0.187939,0.015189,0,0,0.022559,0.097423,0.022136,0.028698,0.112517,0,0,0.004171,0.019262,0.024439,0.005063,0.022782,0.039012,0.001721,0,0,0,0.005193,0.062415,0.024063,0.021899,0.086057,0.00888,0,0,0.016347,0.170075,0.09558,0.042154,0.001296,0,0,0,0.014107,0.100934,0.056046,0.2,0.065082,0.037197,0,0,0.012635,0.007261,0.038369,0.06009,0.03691,0.009029,0.023476,0.085622,0.018618,0.001905,0.016594,0.008551,0.005734,0.002418,0.003568,0.040783,0.050605,0.037777,0.050069,0.056759,0.008852,0,0,0.017548,0.10961,0.0666,0.017555,0.003213,0.008055,0,0.002169,0,0.000449,0.025913,0.015518,0.002938,0.015683,0.04799
0,-0.00045,0.009797,0.02566,0.018694,0.002264,-0.000719,0.002035,0,0,0.001926,0.078589,0.062106,0.002554,0,0,0,0,0.000617,0.039623,0.078056,0.001938,0,0,-0.001181,0.002582,0,0.000111,0.009599,0.017724,0.015067,0.02505,0,0,0,0.002547,0.019947,0.040128,0.012107,0.000445,0,-0.003576,0.047325,0.139996,0.038339,0.001735,0,0,0.005601,0.046961,0.000551,0.01273,0.04175,0.010122,0.000937,-0.005585,-0.001451,0.003,0,0.006066,0.032622,0.023243,0.00885,0.00337,0.001321,0,0.003407,0.034062,0.010593,0.016897,-0.000048,0.007246,0,0,0.016206,0.2,0.039322,0,0,0,0,0,0,0.026507,0.032965,0.000809,-0.031624,0.076537,0.005983,0,0,0.001973,0.024593,0.009417,-0.001733,0.01729,0.028159,0.002478,0.006458,0.025644,0.005941,0.000534,0.000756,-0.003155,0,0,0,0.02511,0.087601,0.034627,0.002987,0,0,0,0,0.002332,0.084191,0.171589,0.01373,0,0,0,0,0,0.000656,0.135437,0.054988,0.001026
0,0.002192,0.036142,0.015864,0,0,0,0,0,0,0.039574,0.117482,0,0,0,0,0,0,0.013888,0.161959,0.021323,0.019901,0.000097,0,0,0,0,0.015944,0.042132,0.05984,0.011839,0,0,0.001945,0.025343,0.018343,0,0,0,0,0,0,0.001142,0.053884,0.061343,0.005031,0.000843,0,0,0,0.004647,0.064283,0.121771,0.029123,0.001634,0,0,0,0.011221,0.086625,0.039648,0.008476,0,0,0.007173,0.035726,0.023028,0.001359,0,0,0,-0.004774,0.034377,0.011377,0.024435,0.011312,0,0,0,-0.014673,0,0,0.043112,0.2,0,0,0,0,0,0,0.033868,0.049997,0.002359,0,0,0,0.008984,0.012223,0.025345,0.006933,0,0,0,-0.004087,0.094857,0.001027,0.009626,0.001964,0,0,0,-0.026975,0,0.000251,0.004701,0.124387,0.045321,0,0,0,0,0.000156,0.009574,0.017545,0.025812,0.000695,0,0
0,0,0,0.005845,0.133881,0.073732,0,0,-0.004693,-0.008515,0.100718,0.105984,0.097767,0.003051,0,0,-0.00347,-0.004901,0.099828,0.156172,0.032929,0,0,0,0,0,0,0.00202,0.11989,0.063441,0,0,0,0,0.011436,0.088209,0.038507,0.023475,0,0,0,0,0.038528,0.16952,0.057732,0.004129,0,0,0,0,0.001611,0.054899,0.189463,0.075894,0,0,0,0,0,0.001556,0.2,0.072734,0,0,0,0,0.000849,0.089579,0.080975,0.003833,0,0,0,0,0,0.146137,0.108859,0.005088,0,0,0,0,0,0,0.059124,0.087133,0,0,0,0,0,0,0.111643,0.051302,0,0,0,0,0.000155,0.060483,0.036084,0.000383,0,0,0,0,0.000807,0.021883,0.073432,0.03633,0,0,0,0,0,0,0.074019,0.073547,0,0,0,0,0,0.006167,0.071559,0.027325,0,0
0.002906,0.023106,0.039995,0.019706,0,0,0,-0.005644,0.002862,0.02594,0,0,0,0,0.011605,0.039591,-0.014266,0.035211,0,0,0,0,0.058123,0.072389,-0.092641,0.2,0.011351,0,0,0,0.000145,-0.000376,0.012018,0,0.007211,0.017522,0.023434,0.00421,0.000618,0.000776,0,0,0,0,0,0.005595,0.132438,0.060282,-0.067212,0.140758,0.023598,0.044706,0.002596,0.003064,0.009096,0.024057,-0.015372,0.035834,0,0,0,0,0.0207,0.015606,0.036598,0,0,0,0,0.001098,0.017161,0.045624,0.004632,0.019727,0,0,0,0.002772,0.042155,0.078933,0,0,0.025414,0.090224,0.017806,0.001958,0.009566,0.002495,0,0,0,0,0,0,0.034762,0.041426,0.009721,0,0,0,0,0,0.010704,0.132029,0.011892,0.005397,0.003038,0.014558,0.012247,0.006537,0.009178,0.006377,0.002137,-0.00194,0.015762,0.02875,0.022126,0.004407,0.004589,0.004975,0,0,0,0,0,0,0.037421,0.041787
0.005369,0,0,0.009533,0.005866,0.002525,0.026822,0.039643,0.020344,0.010457,0.010445,0.017436,0.01607,0.002924,0.00779,0.010658,0,0,0.015406,0.112222,0.100983,0.006654,0,0,0.001871,0,0,0.000217,0.00888,0.036989,0.037768,0.011357,0.040377,0.021958,0.002535,0.023027,0.011685,0,0,0.004763,0.054592,0.032074,0.002471,0.000408,0.001838,0.011316,0.012467,0.065736,0,0,0.01283,0.152543,0.0933,0.000582,0,0,0.028524,0.021592,0.008857,0.001189,0.00551,0.005574,0.004676,0.016207,0,0,0,0.070306,0.0377,0,0,0,0.0849,0.000013,0.001978,0.013064,0.002112,0.000954,0.013017,0.088086,0,0,0.020029,0.2,0.057655,0,0.00958,0.015167,0.00556,0,0,0.004583,0.019693,0.006279,0.018556,0.048122,0,0,0,0.092162,0.035241,0,0,0,0,0,0,0.007903,0.003569,0.001052,0.040768,0.116782,0,0,0,0.123509,0.066174,0.000042,0.019808,0.007701,0,0,0,0.002773,0.022949,0.008131,0.021657,0.012593
-0.008783,0.039299,0.013499,0,0,0,-0.00125,0.005384,0,0,0,0,0,0,0.06112,0.086872,-0.092484,0.2,0,0,0,0,0.01022,0.014667,-0.045379,0.109117,0,0,0,0,0.00498,0.011137,0.002769,0,0.002837,0.005088,0.00763,0.003829,0.063236,0.019623,-0.026174,0.056372,0.010024,0.018564,0,0.004682,0.058987,0.057218,-0.085236,0.180643,0.008003,0,0,0,0.004815,0.006617,-0.000108,0.001069,0,0,0,0,0.048169,0.039276,0.000342,0,0,0.000845,0.001008,0,0.044985,0.073982,-0.002329,0.005816,0.033947,0.088071,0.004561,0.000348,-0.001649,0.014435,0,0,0,0.003837,0.001927,0.001089,0.028438,0.019077,0,0,0,0,0,0,0.046941,0.061163,0.002102,0.006155,0.00193,0.00761,0.011307,0.004708,0.026227,0.026176,-0.000225,0.004145,0.007083,0.016457,0.026806,0.005657,0.002455,0.008954,0,0,0.001104,0.009602,0.006973,0.002626,0.01942,0.022537,0,0,0,0,0,0,0.02573,0.037347
0.103763,0.000907,0,0,0,0,0,0.071089,0.006043,0.000471,0.015531,0.2,0.001234,0,0,0.000705,0.054953,0.001417,0.001717,0.000225,0,0,0,0.05844,0.066912,0.002477,0,0,0,0,0,0.047099,0.126638,0.007544,0.002074,0,0,0,0,0.083423,0.038329,0.006271,0.019267,0.188354,0.007223,0,0,0.014327,0.030087,0.000863,0.005085,0.005895,0.002316,0,0,0.048902,0.104129,0,0,0,0,0,0,0.066748,0.055906,0.004109,0.00552,0.007469,0.005611,0.002883,0.002726,0.074836,0.067315,0.001513,0.004035,0.026704,0.073161,0.010647,0.001109,0.113263,0.008129,0,0,0.032596,0.100719,0.031024,0.002908,0.01501,0.06464,0,0,0,0.003214,0.008608,0.00071,0.045765,0.00136,0.019154,0.005121,0.001507,0.010682,0.022772,0.009127,0.014618,0.104111,0.004827,0.00049,0,0,0,0.003474,0.080923,0.013976,0.000955,0.017276,0.011168,0.022215,0.036028,0.004069,0.009149,0.008064,0.000283,0.004506,0.031263,0.04461,0.005564,0,0.00743
0,0,0.019558,0.032838,0,0,0,0,0,0,0.036675,0.091166,0,0,0,0,0,0,0.073788,0.085085,0,0,0,0,0,0.041841,0.017473,0,0,0,0,0,0,0,0.021789,0.045748,0,0,0,0,0,0,0.01423,0.136332,0.006001,0,0,0,0,0,0.04056,0.2,0.000745,0,0,0,0.02582,0.004466,0.014387,0.008783,0.001983,0.000512,0.000165,0.003771,0,0,0.035754,0.046938,0,0,0,0,0,0,0.084158,0.087861,0,0,0,0,0,0,0.032679,0.126749,0.023136,0,0,0,0.020028,0.007787,0.011267,0.051663,0.006587,0,-0.003201,0.001253,0,0,0.028048,0.051365,0,0,0,0,0,0,0.067954,0.095384,0,0,0,0,0,0.010841,0.034767,0.026977,0.001571,0,0,0,0.000454,0.000367,0.00108,0.026959,0.031423,0.017457,0,-0.000148
0.002942,0.081691,0.020908,0.006854,0.001957,0,-0.016649,0.020994,0.014441,-0.002455,0.02572,0.023461,0.008298,0.001424,0.000332,0.017067,0.046111,0,0,0,0,0,0.003664,0.118664,0.013838,0.04586,0.00115,0,0,0,-0.011133,0.022489,0,-0.008592,0.021432,0.039324,0.023766,0.03732,0.04958,0.028721,0,-0.005777,0.022119,0.032843,0.017708,0.052768,0.072746,0.023977,0.108519,0.015043,0,0,0,0.01074,0.028825,-0.012446,0.023827,0,0,0,0,0.012388,0.00567,0.059115,0,0,0.001881,0.010644,0.04238,0.151189,0.007949,0,0,-0.000247,0.001443,0.098392,0.047725,0.010445,0.005477,0.004782,0.020955,0.007042,0,0.015391,0.048313,0.030951,-0.001157,-0.003523,0,0,0,0,0,0.0022,0.030433,0.2,0,0,0.000304,0.011886,0.164454,0.052726,0,0,0,0,0,0.009598,0.15979,0.051874,0,0,0.002919,0.005378,0,0,0.023245,0.066862,0.021973,0.00566,0,0,0,0,0,0.015665,0.06447,0.066007
